词语,权重,词频
以父之名,1.7078239289857142,1
短评,1.6568703655714285,1
点过,1.6432546255999998,1
豆瓣,1.589726989957143,1
回事儿,1.4082323405914285,1
怎么,0.6313747651114285,1
没有,0.4446890807357143,1
